cellIndex,gene_name,unsplice,splice,unsplice_predict,splice_predict,alpha,beta,gamma,loss
3452,Cnpy1,148.60274,577.6736,39063.35,552.6273,205.90341,208.1293,221.69344,0.12602535
3453,Cnpy1,153.83049,575.82166,39936.906,553.62317,210.50047,207.99966,221.54129,0.12602535
3454,Cnpy1,153.2435,634.67883,38671.46,602.3365,203.8151,208.92679,222.27669,0.12602535
3455,Cnpy1,171.61986,630.7473,41475.11,608.0226,218.5632,208.50862,221.77426,0.12602535
3456,Cnpy1,185.64603,612.1781,43442.832,599.35455,228.90936,207.96405,221.21191,0.12602535
3457,Cnpy1,197.1469,557.33563,45202.984,559.11255,238.16725,206.89183,220.2578,0.12602535
3458,Cnpy1,223.18655,552.64435,46799.637,567.6744,246.50592,206.51897,219.78271,0.12602535
3459,Cnpy1,201.93257,611.7487,44718.746,606.89526,235.5905,207.68993,220.80466,0.12602535
3460,Cnpy1,211.54205,562.6892,46032.055,570.5029,242.49394,206.78316,220.05261,0.12602535
3461,Cnpy1,201.90714,563.9139,45445.79,566.90173,239.43237,206.91502,220.2249,0.12602535
3462,Cnpy1,219.9559,567.1634,46464.277,578.28375,244.74612,206.75688,219.96767,0.12602535
3463,Cnpy1,194.57567,550.4628,45123.062,552.1301,237.7546,206.82513,220.23523,0.12602535
3464,Cnpy1,157.32915,527.37006,41399.03,514.9205,218.21436,207.17462,220.87148,0.12602535
3465,Cnpy1,163.08344,563.6331,41524.99,547.9466,218.85852,207.62775,221.16278,0.12602535
3466,Cnpy1,156.98367,485.20892,42176.496,479.55063,222.32426,206.48761,220.37804,0.12602535
3467,Cnpy1,154.35623,456.48962,42398.676,454.29834,223.50829,206.06825,220.0958,0.12602535
3468,Cnpy1,160.71962,431.34964,43745.844,436.31332,230.60376,205.5218,219.63855,0.12602535
3469,Cnpy1,165.1602,407.58502,44524.51,418.5379,234.70193,205.12425,219.34282,0.12602535
3470,Cnpy1,152.6648,335.8627,44154.574,352.56998,232.79382,204.26491,218.86775,0.12602535
3471,Cnpy1,110.53142,295.39886,39366.71,298.807,207.64973,204.28114,219.17064,0.12602535
3472,Cnpy1,62.347702,197.88329,33572.39,194.57086,177.20901,203.64363,218.9978,0.12602535
3473,Cnpy1,51.877556,175.77878,32390.246,171.17801,171.00108,203.51154,218.92506,0.12602535
3474,Cnpy1,45.50171,172.19124,31118.232,165.18169,164.30241,203.68422,219.05298,0.12602535
3475,Cnpy1,74.61926,193.16675,36466.965,196.39963,192.46089,203.18355,218.57259,0.12602535
3476,Cnpy1,45.862247,153.91513,32139.008,150.08807,169.69629,203.25935,218.7333,0.12602535
3477,Cnpy1,23.289022,100.30478,29672.176,94.725,156.7449,203.28087,218.50557,0.12602535
3478,Cnpy1,12.448301,50.413185,29924.16,47.963634,158.11865,202.75433,217.97035,0.12602535
3479,Cnpy1,52.50347,77.54034,37276.65,89.31301,196.82544,201.52577,217.32896,0.12602535
3480,Cnpy1,19.479782,32.038593,32689.238,35.88544,172.70639,201.91664,217.43352,0.12602535
3481,Cnpy1,39.97862,49.179638,36240.387,59.752476,191.39673,201.36577,217.1648,0.12602535
3482,Cnpy1,26.567774,20.924614,34838.73,29.878227,184.04016,201.35378,217.05641,0.12602535
3483,Cnpy1,46.138027,53.024574,37141.926,65.82958,196.13795,201.27173,217.1199,0.12602535
3484,Cnpy1,26.818758,17.283504,35083.05,26.945923,185.33055,201.26852,216.99094,0.12602535
3485,Cnpy1,26.117208,15.868232,35001.547,25.435791,184.90247,201.27135,216.98724,0.12602535
3486,Cnpy1,27.841148,15.246048,35391.406,25.713678,186.9564,201.18808,216.93782,0.12602535
3487,Cnpy1,26.419935,20.289272,34839.074,29.277754,184.04254,201.34753,217.0502,0.12602535
3488,Cnpy1,23.805893,20.058193,34278.664,27.871645,181.0906,201.46063,217.11765,0.12602535
3489,Cnpy1,6.132264,9.625965,30671.418,10.916274,162.09277,202.2105,217.47353,0.12602535
3490,Cnpy1,1.6738275,16.476608,29261.64,14.554971,154.65852,202.65356,217.7292,0.12602535
3491,Cnpy1,8.452303,34.95839,29845.514,33.177013,157.71841,202.6455,217.8286,0.12602535
3492,Cnpy1,1.914482,11.378128,29587.477,10.407118,156.37984,202.52156,217.63554,0.12602535
3493,Cnpy1,2.9127705,12.844372,29740.807,12.10035,157.18642,202.49094,217.62898,0.12602535
3494,Cnpy1,2.3704178,7.3269916,29910.012,7.2346706,158.08287,202.39967,217.55281,0.12602535
3495,Cnpy1,6.3965416,27.940786,29743.236,26.349293,157.18576,202.6135,217.77458,0.12602535
3496,Cnpy1,5.48151,30.055363,29418.836,27.687265,155.47467,202.72078,217.83899,0.12602535
3497,Cnpy1,9.168884,18.06398,30932.643,19.390146,163.46173,202.20824,217.5207,0.12602535
3498,Cnpy1,0.67717075,5.1196585,29634.291,4.5965433,156.63206,202.45801,217.56866,0.12602535
3499,Cnpy1,1.2183163,6.6598186,29677.629,6.1373906,156.85904,202.45845,217.57771,0.12602535
3500,Cnpy1,6.2903495,19.704557,30161.184,19.4159,159.39528,202.43074,217.63878,0.12602535
3501,Cnpy1,2.0715842,1.5658773,30150.188,2.2787724,159.35349,202.28719,217.46487,0.12602535
3502,Cnpy1,3.342425,3.2620456,30357.441,4.291286,160.44402,202.24428,217.4536,0.12602535
3503,Cnpy1,1.9485432,1.9177034,30102.338,2.5153294,159.10104,202.30313,217.47466,0.12602535
3504,Cnpy1,1.4753416,2.670616,29951.078,2.9232628,158.30339,202.35074,217.50224,0.12602535
3505,Cnpy1,4.7975955,9.360488,30369.824,10.070387,160.50383,202.29018,217.51096,0.12602535
3506,Cnpy1,10.95637,13.358933,31626.416,16.289555,167.1218,201.98856,217.3851,0.12602535
3507,Cnpy1,0.0,1.3738595,29677.104,1.1483815,156.86098,202.41588,217.5267,0.12602535
3508,Cnpy1,1.2747858,4.40158,29811.469,4.27629,157.56624,202.4032,217.53775,0.12602535
3509,Cnpy1,6.325545,11.486505,30615.693,12.562206,161.79749,202.24062,217.49887,0.12602535
3510,Cnpy1,0.33675176,14.570984,29055.795,12.335228,153.57568,202.69592,217.73897,0.12602535
3511,Cnpy1,63.035965,205.80539,33352.758,201.51126,176.04552,203.78365,219.11078,0.12602535
3512,Cnpy1,72.48041,212.23273,35087.164,211.33008,185.17633,203.62881,218.94926,0.12602535
3513,Cnpy1,98.37845,298.51712,37085.21,295.65588,195.6378,204.61278,219.5425,0.12602535
3514,Cnpy1,115.26898,342.87335,38858.895,340.73102,204.94792,204.99556,219.67474,0.12602535
3515,Cnpy1,139.20639,440.22574,40513.438,433.46762,213.60199,206.11263,220.26714,0.12602535
3516,Cnpy1,136.82513,477.12543,39270.03,463.12576,207.03964,206.76767,220.76952,0.12602535
3517,Cnpy1,130.04477,451.2055,38768.45,438.24203,204.41428,206.4788,220.62187,0.12602535
3518,Cnpy1,143.11328,477.83047,40279.8,466.73593,212.3526,206.65178,220.62538,0.12602535
3519,Cnpy1,157.25919,540.13983,41141.74,525.54004,216.85489,207.3754,221.02289,0.12602535
3520,Cnpy1,142.55128,520.93896,39252.605,502.42422,206.92615,207.35558,221.1543,0.12602535
3521,Cnpy1,159.1191,595.5811,40347.812,572.6508,212.65231,208.20384,221.65257,0.12602535
3522,Cnpy1,142.01215,523.4033,39117.35,504.21802,206.21336,207.40451,221.19667,0.12602535
3523,Cnpy1,175.5347,630.8999,41984.21,610.0538,221.23903,208.43454,221.67949,0.12602535
3524,Cnpy1,165.94962,624.3383,40813.367,599.9248,215.08723,208.51921,221.83603,0.12602535
3525,Cnpy1,172.1835,635.033,41474.21,611.867,218.55638,208.5645,221.81284,0.12602535
3526,Cnpy1,181.25655,600.2353,43181.336,587.26324,227.54388,207.85367,221.17406,0.12602535
3527,Cnpy1,241.69994,565.92194,47725.234,587.65936,251.32707,206.50931,219.62782,0.12602535
3528,Cnpy1,241.91428,569.70496,47697.85,590.93256,251.18161,206.56012,219.66006,0.12602535
3529,Cnpy1,222.91089,532.7496,46991.113,550.87585,247.5186,206.2426,219.60468,0.12602535
3530,Cnpy1,208.1227,585.9841,45555.6,588.34827,239.98929,207.16513,220.3457,0.12602535
3531,Cnpy1,206.6605,534.18414,46049.24,544.30347,242.60301,206.43477,219.86475,0.12602535
3532,Cnpy1,220.20831,544.38617,46715.23,559.3325,246.0711,206.4346,219.75021,0.12602535
3533,Cnpy1,189.17981,539.9785,44894.848,540.76984,236.56898,206.74948,220.24075,0.12602535
3534,Cnpy1,165.65282,499.5752,43043.77,495.70782,226.87508,206.54529,220.33888,0.12602535
3535,Cnpy1,162.942,492.03067,42826.684,488.10452,225.73799,206.47697,220.31581,0.12602535
3536,Cnpy1,176.50493,544.5383,43604.312,538.48456,229.79681,207.06299,220.60776,0.12602535
3537,Cnpy1,202.41602,455.22556,46635.094,476.13766,245.7144,205.37402,219.22551,0.12602535
3538,Cnpy1,157.53316,433.80447,43270.902,436.8496,228.1058,205.62825,219.74544,0.12602535
3539,Cnpy1,121.76206,291.0579,41264.23,300.48077,217.63568,204.00642,218.8753,0.12602535
3540,Cnpy1,94.30745,227.11647,38993.547,234.04973,205.73935,203.36734,218.56682,0.12602535
3541,Cnpy1,77.925316,231.60301,35468.863,230.08186,187.17291,203.86026,219.10013,0.12602535
3542,Cnpy1,90.68977,248.75198,37518.477,250.43735,197.95702,203.86012,218.99767,0.12602535
3543,Cnpy1,107.5713,274.2638,39568.31,279.73608,208.7265,203.96411,218.94054,0.12602535
3544,Cnpy1,116.795364,250.71558,41606.69,264.37637,219.46451,203.43665,218.47974,0.12602535
3545,Cnpy1,66.585686,171.65823,35770.95,174.64563,188.81299,202.97832,218.44308,0.12602535
3546,Cnpy1,53.18997,170.38734,32919.598,167.29291,173.79387,203.36101,218.79895,0.12602535
3547,Cnpy1,40.662228,107.817635,33313.055,109.13223,175.9217,202.50723,218.10599,0.12602535
3548,Cnpy1,56.55801,83.87467,37764.43,96.502106,199.38795,201.55417,217.34938,0.12602535
3549,Cnpy1,55.91975,64.65348,38416.758,80.106865,202.83824,201.24825,217.11888,0.12602535
3550,Cnpy1,45.298626,52.45449,37020.594,64.96293,195.4999,201.28366,217.12527,0.12602535
3551,Cnpy1,34.52375,29.231146,36088.086,40.519928,190.61282,201.18909,217.00021,0.12602535
3552,Cnpy1,43.666286,36.565052,37376.797,50.899086,197.38892,201.06868,216.95314,0.12602535
3553,Cnpy1,29.924635,20.707376,35560.14,31.252045,187.84018,201.20786,216.97188,0.12602535
3554,Cnpy1,32.166523,19.777357,36037.71,31.51164,190.3557,201.10878,216.91818,0.12602535
3555,Cnpy1,24.810556,13.228236,34850.496,22.619747,184.10915,201.27692,216.98029,0.12602535
3556,Cnpy1,21.69089,13.662889,34146.207,21.536638,180.39868,201.42679,217.07227,0.12602535
3557,Cnpy1,27.099974,16.244844,35199.414,26.206476,185.94449,201.23474,216.96654,0.12602535
3558,Cnpy1,26.34227,19.223782,34877.145,28.34967,184.24408,201.32939,217.03514,0.12602535
3559,Cnpy1,19.41367,9.651727,33857.367,17.12186,178.88083,201.44855,217.06958,0.12602535
3560,Cnpy1,2.318754,7.919224,29866.195,7.7055154,157.85147,202.41652,217.56442,0.12602535
3561,Cnpy1,2.609797,8.657947,29894.443,8.459284,157.99965,202.41472,217.56776,0.12602535
3562,Cnpy1,5.6689963,16.51999,30187.281,16.463156,159.53561,202.39787,217.6045,0.12602535
3563,Cnpy1,0.77706075,7.0925236,29552.348,6.29227,156.19856,202.4967,217.59886,0.12602535
3564,Cnpy1,5.1895947,14.958786,30159.025,14.933783,159.38812,202.39297,217.59317,0.12602535
3565,Cnpy1,0.0,7.75838,29337.838,6.484442,155.06776,202.56181,217.6345,0.12602535
3566,Cnpy1,1.5739022,2.139369,30002.672,2.5253024,158.57571,202.33226,217.49017,0.12602535
3567,Cnpy1,2.644862,9.600898,29852.053,9.2638855,157.77545,202.43402,217.58261,0.12602535
3568,Cnpy1,3.002908,0.3455405,30434.469,1.6940627,160.85248,202.19926,217.41469,0.12602535
3569,Cnpy1,3.2141595,4.739011,30247.184,5.4661064,159.86176,202.2863,217.48259,0.12602535
3570,Cnpy1,1.3428568,5.19526,29784.826,4.971589,157.42516,202.41698,217.54904,0.12602535
3571,Cnpy1,1.2512976,0.9554663,29990.908,1.3845968,158.51479,202.32593,217.4803,0.12602535
3572,Cnpy1,3.452784,0.5242616,30531.125,2.0537915,161.36162,202.17444,217.40358,0.12602535
3573,Cnpy1,3.9461563,19.600826,29620.023,18.231277,156.544,202.57896,217.71062,0.12602535
3574,Cnpy1,0.0,0.8552874,29704.785,0.71492314,157.0073,202.40404,217.51794,0.12602535
3575,Cnpy1,0.5770637,4.530504,29642.492,4.0572085,156.6758,202.45097,217.56187,0.12602535
3576,Cnpy1,5.773926,6.3940086,30763.035,8.046453,162.5784,202.15964,217.43016,0.12602535
3577,Cnpy1,3.3204515,4.340075,30293.81,5.1823025,160.10777,202.27036,217.47252,0.12602535
3578,Cnpy1,66.84273,218.59334,33573.254,213.98547,177.19632,203.92708,219.21512,0.12602535
3579,Cnpy1,4.779722,5.8646603,30555.752,7.139273,161.48663,202.21143,217.45245,0.12602535
3580,Cnpy1,3.622237,8.760972,30125.73,9.019344,159.2182,202.352,217.53772,0.12602535
3581,Cnpy1,7.9536166,26.985092,30158.213,26.279839,159.37314,202.49223,217.70958,0.12602535
3582,Cnpy1,95.255684,317.01166,35895.402,309.61304,189.36127,205.00923,219.88773,0.12602535
3583,Cnpy1,94.73371,291.1502,36663.465,287.77457,193.42265,204.5697,219.53941,0.12602535
3584,Cnpy1,92.15272,299.1667,35837.668,293.2427,189.06793,204.77927,219.73103,0.12602535
3585,Cnpy1,98.86616,309.61566,36836.46,305.1556,194.32126,204.79343,219.68259,0.12602535
3586,Cnpy1,117.93203,372.87006,38604.56,367.0559,203.59372,205.43524,219.97186,0.12602535
3587,Cnpy1,123.46758,421.1607,38394.82,410.01657,202.46439,206.11792,220.41954,0.12602535
3588,Cnpy1,137.30795,465.3728,39618.574,453.55106,208.87985,206.56459,220.61624,0.12602535
3589,Cnpy1,149.39503,545.33417,39835.355,526.07007,209.98032,207.61058,221.2786,0.12602535
3590,Cnpy1,147.47527,569.9836,39036.68,545.6756,205.76665,208.03134,221.62714,0.12602535
3591,Cnpy1,149.03966,521.8743,40263.965,506.33765,212.24673,207.24826,221.00827,0.12602535
3592,Cnpy1,158.79143,578.06805,40636.465,557.9007,214.17897,207.93704,221.44604,0.12602535
3593,Cnpy1,172.98177,640.7274,41479.457,616.99884,218.58113,208.63774,221.86288,0.12602535
3594,Cnpy1,180.4105,662.7057,42010.418,638.92426,221.35938,208.83917,221.95284,0.12602535
3595,Cnpy1,176.6886,598.6294,42675.12,583.713,224.88583,207.9116,221.25975,0.12602535
3596,Cnpy1,229.0496,584.6679,46801.758,597.30176,246.49522,206.90622,219.99458,0.12602535
3597,Cnpy1,215.26303,597.9964,45878.92,601.83203,241.67094,207.23904,220.32747,0.12602535
3598,Cnpy1,215.8979,542.85645,46485.01,555.9884,244.87086,206.45877,219.80101,0.12602535
3599,Cnpy1,198.18369,563.25006,45186.926,564.55634,238.0785,206.96996,220.30505,0.12602535
3600,Cnpy1,201.58723,547.42194,45625.77,552.9528,240.38455,206.67433,220.05968,0.12602535
3601,Cnpy1,222.40485,511.28143,47186.156,532.6412,248.551,205.94635,219.42206,0.12602535
3602,Cnpy1,222.09065,526.7072,47007.094,545.4203,247.60611,206.16638,219.56361,0.12602535
3603,Cnpy1,216.92287,539.62646,46577.0,553.7736,245.35304,206.40257,219.75677,0.12602535
3604,Cnpy1,178.47014,549.8238,43747.293,543.8446,230.54507,207.11075,220.62509,0.12602535
3605,Cnpy1,182.09735,511.10785,44817.844,513.22687,236.18874,206.40604,220.07523,0.12602535
3606,Cnpy1,211.77518,448.45032,47242.883,474.9058,248.89061,205.18121,219.02205,0.12602535
3607,Cnpy1,207.35744,423.7722,47250.656,452.11588,248.94827,204.88655,218.86763,0.12602535
3608,Cnpy1,163.2339,391.3808,44537.473,404.0593,234.77762,204.91876,219.2208,0.12602535
3609,Cnpy1,126.75058,308.6848,41512.688,317.58365,218.92986,204.21112,218.99745,0.12602535
3610,Cnpy1,94.39303,265.52582,37552.11,266.2055,198.12065,204.09172,219.1568,0.12602535
3611,Cnpy1,116.14841,310.57578,39804.574,314.15286,209.94257,204.43388,219.24739,0.12602535
3612,Cnpy1,98.80051,205.04285,40385.793,217.6836,213.08054,202.92786,218.22247,0.12602535
3613,Cnpy1,128.29263,272.3523,42566.594,287.8991,224.49388,203.61761,218.54883,0.12602535
3614,Cnpy1,96.89112,185.81862,40706.77,200.68958,214.78427,202.63266,218.02312,0.12602535
3615,Cnpy1,61.27748,102.55636,37900.754,114.34184,200.0903,201.78769,217.51668,0.12602535
3616,Cnpy1,61.208405,96.049,38148.383,108.860695,201.39938,201.67842,217.43378,0.12602535
3617,Cnpy1,57.545143,70.68603,38466.38,85.914795,203.09424,201.31776,217.1694,0.12602535
3618,Cnpy1,61.96116,144.65308,36108.85,149.89417,190.61673,202.56375,218.12479,0.12602535
3619,Cnpy1,60.071354,78.94287,38611.246,94.004745,203.85019,201.4103,217.23392,0.12602535
3620,Cnpy1,51.079933,54.21322,37953.703,69.11581,200.40945,201.16989,217.06146,0.12602535
3621,Cnpy1,42.062855,37.1512,37077.223,50.647144,195.81174,201.11845,216.9841,0.12602535
3622,Cnpy1,37.39301,25.026535,36761.324,38.328632,194.16011,201.04053,216.90343,0.12602535
3623,Cnpy1,34.907642,20.53812,36516.016,33.41789,192.87315,201.0307,216.88475,0.12602535
3624,Cnpy1,28.792515,21.354685,35308.38,31.269346,186.51387,201.26234,217.00273,0.12602535
3625,Cnpy1,28.468826,15.327522,35509.535,26.072763,187.57835,201.1664,216.9273,0.12602535
3626,Cnpy1,33.251003,24.370401,36050.27,35.860146,190.41788,201.15002,216.95915,0.12602535
3627,Cnpy1,26.502565,19.058167,34921.062,28.285313,184.47559,201.31882,217.02812,0.12602535
3628,Cnpy1,21.593699,31.643507,33215.285,36.53858,175.47865,201.79544,217.36441,0.12602535
3629,Cnpy1,22.042606,15.871419,34109.703,23.548574,180.2044,201.45561,217.09824,0.12602535
3630,Cnpy1,3.8736923,2.5044146,30524.201,3.9062102,161.3234,202.19281,217.42413,0.12602535
3631,Cnpy1,0.59991205,4.8205614,29632.318,4.310351,156.62195,202.45613,217.56604,0.12602535
3632,Cnpy1,4.0394454,13.697461,29957.605,13.341072,158.32796,202.43805,217.608,0.12602535
3633,Cnpy1,1.5461504,8.8774395,29635.385,8.144501,156.63448,202.48808,217.60487,0.12602535
3634,Cnpy1,2.559811,14.291865,29581.738,13.144712,156.347,202.5467,217.66449,0.12602535
3635,Cnpy1,4.688519,22.324387,29646.9,20.855284,156.6832,202.59352,217.7333,0.12602535
3636,Cnpy1,50.294678,146.00635,33479.1,145.56158,176.76224,202.94794,218.47618,0.12602535
3637,Cnpy1,7.290737,17.8484,30497.646,18.332241,161.1698,202.324,217.57603,0.12602535
3638,Cnpy1,6.894456,15.618475,30525.25,16.282711,161.31723,202.29851,217.55081,0.12602535
3639,Cnpy1,11.193967,46.016758,29877.24,43.702305,157.8755,202.72928,217.93274,0.12602535
3640,Cnpy1,23.282578,38.3397,33239.7,42.926785,175.60117,201.85541,217.42625,0.12602535
3641,Cnpy1,0.7737054,1.8979726,29828.865,1.948873,157.66014,202.37816,217.51122,0.12602535
3642,Cnpy1,0.45593354,1.8877302,29755.479,1.7914867,157.27347,202.39835,217.52103,0.12602535
3643,Cnpy1,3.2675626,1.2180024,30450.316,2.547271,160.9352,202.20229,217.42133,0.12602535
3644,Cnpy1,0.6404887,1.7011563,29808.395,1.7219672,157.55244,202.38222,217.51208,0.12602535
3645,Cnpy1,0.0,6.38629,29410.506,5.3377633,155.45186,202.53044,217.61137,0.12602535
3646,Cnpy1,0.0,1.0163107,29696.188,0.84951824,156.96185,202.40771,217.52066,0.12602535
3647,Cnpy1,0.39210933,4.091801,29623.016,3.6038673,156.57356,202.45284,217.56026,0.12602535
3648,Cnpy1,0.72181517,7.4457088,29520.799,6.5615573,156.03203,202.50832,217.60655,0.12602535
3649,Cnpy1,7.4249616,13.224164,30782.098,14.528811,162.67276,202.20969,217.49371,0.12602535
3650,Cnpy1,0.0,1.3556601,29678.072,1.1331693,156.8661,202.41547,217.52638,0.12602535
3651,Cnpy1,37.341698,77.54118,34232.684,82.26479,180.79521,202.02626,217.68602,0.12602535
3652,Cnpy1,5.432273,2.4761765,30896.172,4.6107397,163.28343,202.09198,217.37462,0.12602535
3653,Cnpy1,0.6004911,2.5137546,29755.605,2.382478,157.27359,202.40338,217.52707,0.12602535
3654,Cnpy1,4.4249334,9.31613,30284.38,9.859001,160.05367,202.31314,217.5219,0.12602535
3655,Cnpy1,3.7794662,13.142822,29926.684,12.755741,158.16553,202.44208,217.60681,0.12602535
3656,Cnpy1,15.437388,53.376614,30475.86,51.84018,161.02313,202.64606,217.9267,0.12602535
3657,Cnpy1,102.43936,310.95206,37439.45,307.9686,197.49458,204.73303,219.60211,0.12602535
3658,Cnpy1,96.97677,311.59088,36431.754,305.90686,192.18948,204.872,219.76237,0.12602535
3659,Cnpy1,84.34995,262.42728,35583.676,258.86545,187.7552,204.29523,219.40912,0.12602535
3660,Cnpy1,117.68972,380.01788,38400.375,372.90924,202.51552,205.55794,220.06395,0.12602535
3661,Cnpy1,0.0,0.6848546,29713.896,0.5724622,157.05545,202.40013,217.51503,0.12602535
3662,Cnpy1,136.15022,493.00937,38816.86,476.0485,204.6472,207.03633,220.97687,0.12602535
3663,Cnpy1,131.12476,436.43857,39279.836,426.436,207.11287,206.21396,220.41772,0.12602535
3664,Cnpy1,133.77069,473.58316,38858.062,458.7018,204.87389,206.77135,220.80096,0.12602535
3665,Cnpy1,154.6674,579.722,39987.223,557.27844,210.76328,208.04402,221.56837,0.12602535
3666,Cnpy1,141.28119,577.4202,37888.98,548.8564,199.72437,208.27199,221.87723,0.12602535
3667,Cnpy1,151.41724,610.64,38857.13,581.44214,204.8031,208.58804,222.02759,0.12602535
3668,Cnpy1,143.64932,601.44824,37786.543,570.0055,199.17416,208.60112,222.11394,0.12602535
3669,Cnpy1,162.70601,616.7308,40482.92,592.0105,213.353,208.4638,221.82301,0.12602535
3670,Cnpy1,152.03394,601.78156,39130.543,574.36884,206.24571,208.43832,221.90382,0.12602535
3671,Cnpy1,173.11143,640.0879,41507.44,616.5293,218.72855,208.62523,221.85182,0.12602535
3672,Cnpy1,0.4515847,0.41358212,29833.398,0.5572055,157.68535,202.36493,217.49625,0.12602535
3673,Cnpy1,210.26535,547.8885,46112.41,557.5035,242.92328,206.58902,219.93312,0.12602535
3674,Cnpy1,218.64752,552.1932,46544.98,565.123,245.1774,206.56068,219.84698,0.12602535
3675,Cnpy1,226.83096,553.1491,47003.13,569.84174,247.56743,206.48749,219.73244,0.12602535
3676,Cnpy1,232.85046,543.71045,47447.83,564.81226,249.89447,206.29126,219.55301,0.12602535
3677,Cnpy1,225.8515,500.87344,47493.168,525.5583,250.1602,205.76385,219.27725,0.12602535
3678,Cnpy1,215.39148,463.39404,47291.184,489.15408,249.13222,205.35066,219.10118,0.12602535
3679,Cnpy1,214.98811,460.38788,47299.73,486.44193,249.1789,205.31349,219.0803,0.12602535
3680,Cnpy1,215.86308,456.58514,47388.613,483.66977,249.64523,205.25325,219.0328,0.12602535
3681,Cnpy1,212.258,442.99368,47326.83,470.56012,249.33234,205.10217,218.96565,0.12602535
3682,Cnpy1,206.52962,455.6292,46866.07,478.4319,246.91936,205.33603,219.16644,0.12602535
3683,Cnpy1,0.0,0.0,29750.857,0.0,157.25081,202.3843,217.50331,0.12602535
3684,Cnpy1,222.3121,414.29898,48196.004,451.25803,253.88693,204.61462,218.548,0.12602535
3685,Cnpy1,192.6762,403.74612,46628.984,428.3651,245.7188,204.75836,218.91075,0.12602535
3686,Cnpy1,240.58913,368.3805,49901.35,421.2984,262.82877,203.75577,217.79001,0.12602535
3687,Cnpy1,176.28514,348.20636,46228.348,374.05292,243.66362,204.1339,218.62007,0.12602535
3688,Cnpy1,129.11325,274.28943,42626.26,289.9072,224.8061,203.63605,218.55774,0.12602535
3689,Cnpy1,100.63238,193.46846,41013.965,208.84857,216.39354,202.70895,218.05553,0.12602535
3690,Cnpy1,102.28449,177.71385,41746.26,196.42177,220.25757,202.42047,217.83841,0.12602535
3691,Cnpy1,98.8545,195.60252,40686.215,209.80336,214.66812,202.76947,218.10956,0.12602535
3692,Cnpy1,93.12469,162.11772,40917.4,179.07492,215.91191,202.28612,217.78989,0.12602535
3693,Cnpy1,63.54463,112.426926,37926.586,123.66248,200.2181,201.91687,217.60857,0.12602535
3694,Cnpy1,0.0,0.60498685,29718.209,0.50570226,157.07825,202.39828,217.51369,0.12602535
3695,Cnpy1,60.878284,117.64882,37223.098,126.79051,196.51013,202.05264,217.71768,0.12602535
3696,Cnpy1,55.401634,73.64166,37959.117,87.39496,200.4214,201.4057,217.23753,0.12602535
3697,Cnpy1,47.501698,43.626106,37756.047,58.589977,199.3786,201.086,216.98361,0.12602535
3698,Cnpy1,58.030743,70.17575,38573.004,85.71289,203.65591,201.30147,217.15599,0.12602535
3699,Cnpy1,39.211365,28.390127,36938.285,41.988247,195.0884,201.04898,216.91806,0.12602535
3700,Cnpy1,33.685913,25.582476,36082.734,37.076538,190.5878,201.15544,216.96724,0.12602535
3701,Cnpy1,32.422203,28.860918,35693.566,39.2364,188.53574,201.26,217.03404,0.12602535
3702,Cnpy1,27.621996,21.08257,35063.137,30.499159,185.22218,201.30952,217.03024,0.12602535
3703,Cnpy1,25.862385,16.106323,34932.95,25.517052,184.54088,201.28767,216.998,0.12602535
3704,Cnpy1,28.209831,13.54771,35534.98,24.462433,187.71384,201.14441,216.9082,0.12602535
3705,Cnpy1,0.95875734,1.9301826,29870.27,2.0624514,157.87827,202.36702,217.50597,0.12602535
3706,Cnpy1,33.037514,27.276207,35882.203,38.19457,189.5304,201.2093,217.00166,0.12602535
3707,Cnpy1,2.8919446,5.391201,30136.236,5.860589,159.27657,202.32191,217.50372,0.12602535
3708,Cnpy1,2.579337,9.185028,29859.068,8.885591,157.81279,202.42871,217.5776,0.12602535
3709,Cnpy1,13.181615,21.286749,31731.291,23.957848,167.6675,202.03984,217.44917,0.12602535
3710,Cnpy1,2.443433,7.2779307,29929.688,7.227848,158.18657,202.39386,217.54967,0.12602535
3711,Cnpy1,2.4741778,22.63382,29120.518,20.075247,153.90953,202.74286,217.80801,0.12602535
3712,Cnpy1,3.5082817,10.778681,29990.363,10.652652,158.50316,202.40546,217.57538,0.12602535
3713,Cnpy1,3.688194,8.35603,30163.072,8.711694,159.41533,202.33852,217.52881,0.12602535
3714,Cnpy1,1.5445774,6.1072936,29782.955,5.8284063,157.41449,202.42485,217.55814,0.12602535
3715,Cnpy1,4.089079,13.820667,29962.582,13.467295,158.35408,202.43768,217.60852,0.12602535
3716,Cnpy1,0.45597956,3.1125953,29690.047,2.8153348,156.92763,202.42636,217.5417,0.12602535
3717,Cnpy1,4.134249,3.5285919,30530.117,4.8843412,161.35365,202.1995,217.43326,0.12602535
3718,Cnpy1,5.976386,15.870812,30294.71,16.06431,160.10226,202.36328,217.5839,0.12602535
3719,Cnpy1,3.5733695,14.185848,29822.705,13.531014,157.61673,202.47916,217.63086,0.12602535
3720,Cnpy1,7.7157893,29.002596,29993.684,27.854696,158.50441,202.55417,217.7511,0.12602535
3721,Cnpy1,1.5735391,12.761178,29435.195,11.403137,155.57626,202.57507,217.66959,0.12602535
3722,Cnpy1,4.9793134,20.972303,29786.65,19.861591,157.42073,202.54396,217.70137,0.12602535
3723,Cnpy1,2.076087,8.005468,29805.047,7.663955,157.52919,202.4341,217.5735,0.12602535
